Machine,Family,WorkloadTypes,CPU,vCPUs,Nodes,MemoryGB,BenchmarkScore,SourceUrl
Standard_DS14_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,112.0,345521.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,2,112.0,71287.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,112.0,81710.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,112.0,75101.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-4_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,112.0,86598.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-8_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,2,112.0,143882.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-8_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,112.0,150389.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-8_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,112.0,145955.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS14-8_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,112.0,171910.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS15_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,20,2,140.0,355354.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DS15_v2,DSv2 - Memory Optimized + Premium Storage,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,140.0,421202.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D11_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,14.0,37655.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D11_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,14.0,39953.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D11_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,14.0,37979.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D12_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,28.0,71521.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D12_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,28.0,77439.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D12_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,28.0,73464.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D12_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,28.0,87100.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D13_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,56.0,141552.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D13_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,56.0,148352.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D13_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,56.0,141946.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D13_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,56.0,167641.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D14_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,112.0,283793.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D14_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,112.0,297163.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D14_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,112.0,286817.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D15_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,20,2,140.0,354279.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_D15_v2,Dv2 - Memory Optimized Compute,Memory optimized,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,140.0,418475.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M208s_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,4,2850.0,3020762.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M208ms_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,4,5700.0,3009120.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M208ms_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,5700.0,3093184.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M416s_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,416,8,5700.0,5959252.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M416ms_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,416,8,11400.0,5910261.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M416-208s_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,5700.0,3085232.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M416-208ms_v2,Msv2 High Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,11400.0,3064892.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,861.2,501859.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32dms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,861.2,507318.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64s_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1007.9,977226.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ds_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1007.9,980928.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,1763.9,980511.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64dms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,1763.9,979367.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128s_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2015.9,1905457.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128ds_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2015.9,1925932.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128ms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3831.1,1907485.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128dms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3831.1,1907006.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M192ms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2794826.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M192is_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,2015.9,2805023.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M192ims_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2797557.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M192ids_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,2015.9,2818523.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M192idms_v2,Msv2 Medium Memory,Memory optimized,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2813406.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1024.0,821678.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1024.0,754180.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64m,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1792.0,817400.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64m,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1792.0,754929.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,2048.0,1643769.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2048.0,1475843.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128m,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,3892.0,1631313.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128m,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3892.0,1471781.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M8ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,218.8,110370.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M8-2ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,2,1,218.8,28041.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M8-4ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,4,1,218.8,56231.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M8-4ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,4,1,218.8,48391.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,1,437.5,220331.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,1,437.5,200561.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16-4ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,4,1,437.5,56218.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16-4ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,4,1,437.5,48401.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16-8ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,437.5,110426.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M16-8ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,8,1,437.5,100377.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ls,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,256.0,433173.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ls,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,256.0,400287.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,875.0,434866.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,875.0,400583.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32-8ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,875.0,110408.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32-8ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,8,1,875.0,100521.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32-16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,1,875.0,220495.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32-16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,1,875.0,200494.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ts,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,192.0,435785.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M32ts,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,192.0,399771.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64s,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1024.0,822245.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64s,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1024.0,750702.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ls,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,512.0,820406.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ls,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,512.0,759753.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1792.0,823449.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1792.0,755541.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64-16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,2,1792.0,210947.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64-16ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,2,1792.0,191761.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64-32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,2,1792.0,416909.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64-32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,3,1792.0,417771.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M64-32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,1792.0,382773.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128s,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,2048.0,1641176.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128s,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2048.0,1477253.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,3892.0,1645242.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3892.0,1479298.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128-32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,4,3892.0,414541.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128-32ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,4,3892.0,380611.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128-64ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,4,3892.0,817496.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_M128-64ms,M-series Medium Memory,Undefined,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,3892.0,749800.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L8s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,8,1,64.0,102237.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L16s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,16,2,128.0,198472.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L32s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,32,4,256.0,390015.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L48s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,48,6,384.0,583388.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L64s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,64,8,512.0,774827.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_L80s_v2,Lsv2 - Storage Optimized,Storage optimized,AMD EPYC 7551 32-Core Processor,80,10,640.0,966682.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC1s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,1,7.8,29127.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC2s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,55785.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC4s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,111636.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC8s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,220443.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC16s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,439985.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC24s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,1,188.7,659602.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC32s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,850747.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC48s_v3,DCSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,1221232.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC1ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,1,7.8,29130.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC2ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,55911.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC4ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,111549.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC8ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,220223.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC16ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,440580.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC24ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,1,188.7,656455.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC32ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,848418.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC48ds_v3,DCDSv3,Confidential Compute,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,1228361.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC1s_v2,DCsv2,Undefined,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,1,1,4.0,34418.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
Standard_DC2s_v2,DCsv2,Undefined,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,2,1,8.0,68562.0,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/compute-benchmark-scores
